web-scraper-order,web-scraper-start-url,location-name,location-address-street,location-address-locality,location-address-region,location-address-postal-code,location-contact-phone-main,location-contact-url-main,location-contact-url-main-href,link-location-address-locality,link-location-address-locality-href,link-location-address-region,link-location-address-region-href
"1584541983-851","https://locations.dignityhealth.org/","Outpatient Pharmacy","3941 J Street","null","CA","95819","(916) 733-6970","Outpatient Pharmacy","https://locations.dignityhealth.org/outpatient-pharmacy-sacramento-ca","Sacramento","https://locations.dignityhealth.org/sacramento-ca","California","https://locations.dignityhealth.org/california"
"1584542031-971","https://locations.dignityhealth.org/","General Medicine Clinic","1248 D St","null","CA","95341","(209) 564-4500","General Medicine Clinic","https://locations.dignityhealth.org/general-medicine-clinic-merced-ca","Merced","https://locations.dignityhealth.org/merced-ca","California","https://locations.dignityhealth.org/california"
"1584541987-860","https://locations.dignityhealth.org/","Mercy Medical Group - Roseville, Primary and Specialty Care","2110 Professional Drive","Roseville","CA","95661","(916) 536-2500","Mercy Medical Group - Roseville, Primary and Specialty Care","https://locations.dignityhealth.org/mercy-medical-group-roseville-primary-and-specialty-care-roseville-ca","Rocklin","https://locations.dignityhealth.org/mercy-medical-group-rocklin-primary-and-specialty-care-rocklin-ca","California","https://locations.dignityhealth.org/california"
"1584542053-1061","https://locations.dignityhealth.org/","Emergency Room - Mercy Hospital of Folsom","1650 Creekside Dr","null","CA","95630","(916) 983-7400","Emergency Room - Mercy Hospital of Folsom","https://locations.dignityhealth.org/emergency-room-mercy-hospital-of-folsom-folsom-ca","Folsom","https://locations.dignityhealth.org/folsom-ca","California","https://locations.dignityhealth.org/california"
"1584542057-1078","https://locations.dignityhealth.org/","Big Horn Infusion Center","9394 Big Horn Blvd","null","CA","95758","(916) 691-8500","Big Horn Infusion Center","https://locations.dignityhealth.org/big-horn-infusion-center-elk-grove-ca","Elk Grove","https://locations.dignityhealth.org/elk-grove-ca","California","https://locations.dignityhealth.org/california"
"1584542018-932","https://locations.dignityhealth.org/","Dignity Health Medical Group - Northridge Family Medicine","18460 Roscoe Blvd","null","CA","91325","(818) 885-5480","Dignity Health Medical Group - Northridge Family Medicine","https://locations.dignityhealth.org/dignity-health-medical-group-northridge-family-medicine-northridge-ca","Northridge","https://locations.dignityhealth.org/northridge-ca","California","https://locations.dignityhealth.org/california"
"1584541967-714","https://locations.dignityhealth.org/","Parkway Lab","2342 Professional Parkway","Santa Maria","CA","93455","(855) 586-7660","Parkway Lab","https://locations.dignityhealth.org/parkway-lab-santa-maria-ca","Santa Maria","https://locations.dignityhealth.org/santa-maria-ca","California","https://locations.dignityhealth.org/california"
"1584542051-1060","https://locations.dignityhealth.org/","Dignity Health Urgent Care - Fontana","17051 Sierra Lakes Pkwy","Fontana","CA","92336","(909) 428-1800","Dignity Health Urgent Care - Fontana","https://locations.dignityhealth.org/dignity-health-urgent-care-fontana-fontana-ca","Fontana","https://locations.dignityhealth.org/fontana-ca","California","https://locations.dignityhealth.org/california"
"1584542137-1229","https://locations.dignityhealth.org/","Emergency Room - St. Joseph's Westgate Medical Center","7300 N 99th Ave","null","AZ","85307","(602) 406-0000","Emergency Room - St. Joseph's Westgate Medical Center","https://locations.dignityhealth.org/emergency-room-st-joseph's-westgate-medical-center-glendale-az","Glendale","https://locations.dignityhealth.org/glendale-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542090-1138","https://locations.dignityhealth.org/","Dignity Health Medical Group - Bakersfield","9500 Stockdale Hwy","Bakersfield","CA","93311","(661) 327-1431","Dignity Health Medical Group - Bakersfield","https://locations.dignityhealth.org/dignity-health-medical-group-bakersfield-bakersfield-ca-MED_11","Bakersfield","https://locations.dignityhealth.org/bakersfield-ca","California","https://locations.dignityhealth.org/california"
"1584542097-1168","https://locations.dignityhealth.org/","Mark Twain Orthopedic Services","590 Stanislaus Ave","null","CA","95222","(209) 736-2030","Mark Twain Orthopedic Services","https://locations.dignityhealth.org/mark-twain-orthopedic-services-angels-camp-ca","Arnold","https://locations.dignityhealth.org/arnold-medical-clinic-arnold-ca","California","https://locations.dignityhealth.org/california"
"1584542038-1022","https://locations.dignityhealth.org/","Surgical Weight Loss Center at St. Mary Medical Center","432 E 10th Street","null","CA","90813","(562) 491-9000","Surgical Weight Loss Center at St. Mary Medical Center","https://locations.dignityhealth.org/surgical-weight-loss-center-at-st-mary-medical-center-long-beach-ca","Long Beach","https://locations.dignityhealth.org/long-beach-ca","California","https://locations.dignityhealth.org/california"
"1584541979-806","https://locations.dignityhealth.org/","Dignity Health - St. Bernardine Medical Center","2101 N. Waterman Ave.","null","CA","92404","(909) 883-8711","Dignity Health - St. Bernardine Medical Center","https://locations.dignityhealth.org/dignity-health-st-bernardine-medical-center-san-bernardino-ca","San Bernardino","https://locations.dignityhealth.org/san-bernardino-ca","California","https://locations.dignityhealth.org/california"
"1584541987-859","https://locations.dignityhealth.org/","Mercy Imaging Center - Roseville","2110 Professional Dr","Roseville","CA","95661","(916) 787-0404","Mercy Imaging Center - Roseville","https://locations.dignityhealth.org/mercy-imaging-center-roseville-roseville-ca","Rocklin","https://locations.dignityhealth.org/mercy-medical-group-rocklin-primary-and-specialty-care-rocklin-ca","California","https://locations.dignityhealth.org/california"
"1584541970-723","https://locations.dignityhealth.org/","Dignity Health Medical Group - Dominican","1667 Dominican Way","Santa Cruz","CA","95065","(831) 533-1911","Dignity Health Medical Group - Dominican","https://locations.dignityhealth.org/dignity-health-medical-group-dominican-santa-cruz-ca-MED_27","Santa Cruz","https://locations.dignityhealth.org/santa-cruz-ca","California","https://locations.dignityhealth.org/california"
"1584541942-611","https://locations.dignityhealth.org/","Dignity Health - St. Rose Dominican Hospital, Blue Diamond - Las Vegas, NV","4855 Blue Diamond Rd","null","NV","89139","(702) 216-7305","Dignity Health - St. Rose Dominican Hospital, Blue Diamond - Las Vegas, NV","https://locations.dignityhealth.org/dignity-health-st-rose-dominican-hospital-blue-diamond-las-vegas-nv-las-vegas-nv","Las Vegas","https://locations.dignityhealth.org/las-vegas-nv","Nevada","https://locations.dignityhealth.org/nevada"
"1584541948-649","https://locations.dignityhealth.org/","Emergency Room - Woodland Memorial Hospital","1325 Cottonwood St","null","CA","95695","(530) 662-3961","Emergency Room - Woodland Memorial Hospital","https://locations.dignityhealth.org/emergency-room-woodland-memorial-hospital-woodland-ca","Woodland","https://locations.dignityhealth.org/woodland-ca","California","https://locations.dignityhealth.org/california"
"1584542038-1005","https://locations.dignityhealth.org/","Imaging Center - St. Mary Medical Center - Long Beach","1050 Linden Ave","null","CA","90813","(562) 432-0079","Imaging Center - St. Mary Medical Center - Long Beach","https://locations.dignityhealth.org/imaging-center-st-mary-medical-center-long-beach-long-beach-ca","Long Beach","https://locations.dignityhealth.org/long-beach-ca","California","https://locations.dignityhealth.org/california"
"1584541990-866","https://locations.dignityhealth.org/","Dignity Health-GoHealth Urgent Care Redwood City","830 Jefferson Ave","null","CA","94063","(650) 381-0616","Dignity Health-GoHealth Urgent Care Redwood City","https://locations.dignityhealth.org/dignity-health-gohealth-urgent-care-redwood-city-redwood-city-ca","Redwood City","https://locations.dignityhealth.org/redwood-city-ca","California","https://locations.dignityhealth.org/california"
"1584542031-968","https://locations.dignityhealth.org/","Dignity Health Medical Group - Merced","410 East Yosemite Ave","null","CA","95340","(209) 722-9272","Dignity Health Medical Group - Merced","https://locations.dignityhealth.org/dignity-health-medical-group-merced-merced-ca-5822442567757917133","Merced","https://locations.dignityhealth.org/merced-ca","California","https://locations.dignityhealth.org/california"
"1584541979-816","https://locations.dignityhealth.org/","Neurological Care - Community Hospital of San Bernardino - San Bernardino","1805 Medical Center Dr","null","CA","92411","(909) 806-1919","Neurological Care - Community Hospital of San Bernardino - San Bernardino","https://locations.dignityhealth.org/neurological-care-community-hospital-of-san-bernardino-san-bernardino-san-bernardino-ca","San Bernardino","https://locations.dignityhealth.org/san-bernardino-ca","California","https://locations.dignityhealth.org/california"
"1584541974-777","https://locations.dignityhealth.org/","Saint Francis Memorial Hospital","900 Hyde St.","null","CA","94109","(415) 353-6000","Saint Francis Memorial Hospital","https://locations.dignityhealth.org/saint-francis-memorial-hospital-san-francisco-ca","San Francisco","https://locations.dignityhealth.org/san-francisco-ca","California","https://locations.dignityhealth.org/california"
"1584542090-1144","https://locations.dignityhealth.org/","Memorial Hospital - Bakersfield","420 34th St.","null","CA","93301","(661) 327-4647","Memorial Hospital - Bakersfield","https://locations.dignityhealth.org/memorial-hospital-bakersfield-bakersfield-ca","Bakersfield","https://locations.dignityhealth.org/bakersfield-ca","California","https://locations.dignityhealth.org/california"
"1584541967-705","https://locations.dignityhealth.org/","Marian Pet/CT Center","1325 E Church St","null","CA","93454","(805) 346-3470","Marian Pet/CT Center","https://locations.dignityhealth.org/marian-pet/ct-center-santa-maria-ca","Santa Maria","https://locations.dignityhealth.org/santa-maria-ca","California","https://locations.dignityhealth.org/california"
"1584541948-646","https://locations.dignityhealth.org/","Dignity Health Medical Foundation - Woodland and Davis, Advanced Imaging & Outpatient Surgery Center","1321 Cottonwood Street","null","CA","95695","(530) 668-2600","Dignity Health Medical Foundation - Woodland and Davis, Advanced Imaging & Outpatient Surgery Center","https://locations.dignityhealth.org/dignity-health-medical-foundation-woodland-and-davis-advanced-imaging-&-outpatient-surgery-center-woodland-ca","Woodland","https://locations.dignityhealth.org/woodland-ca","California","https://locations.dignityhealth.org/california"
"1584542018-938","https://locations.dignityhealth.org/","Northridge Hospital CardioVascular Center","18300 Roscoe Blvd","null","CA","91325","(818) 885-8500","Northridge Hospital CardioVascular Center","https://locations.dignityhealth.org/northridge-hospital-cardiovascular-center-northridge-ca","Northridge","https://locations.dignityhealth.org/northridge-ca","California","https://locations.dignityhealth.org/california"
"1584542003-920","https://locations.dignityhealth.org/","St. John's Regional Medical Center","1600 N Rose Ave","null","CA","93030","(805) 988-2500","St. John's Regional Medical Center","https://locations.dignityhealth.org/st-john's-regional-medical-center-oxnard-ca","Oxnard","https://locations.dignityhealth.org/oxnard-ca","California","https://locations.dignityhealth.org/california"
"1584542074-1106","https://locations.dignityhealth.org/","Emergency Room - Mercy San Juan Medical Center","6501 Coyle Ave","null","CA","95608","(916) 537-5000","Emergency Room - Mercy San Juan Medical Center","https://locations.dignityhealth.org/emergency-room-mercy-san-juan-medical-center-carmichael-ca","Carmichael","https://locations.dignityhealth.org/carmichael-ca","California","https://locations.dignityhealth.org/california"
"1584542087-1135","https://locations.dignityhealth.org/","Sequoia Hospital Physical Therapy","633 Veterans Boulevard","null","CA","94063","(650) 363-5658","Sequoia Hospital Physical Therapy","https://locations.dignityhealth.org/sequoia-hospital-physical-therapy-redwood-city-ca","Belmont","https://locations.dignityhealth.org/dignity-health-medical-group-sequoia/neurology-and-primary-care-belmont-ca","California","https://locations.dignityhealth.org/california"
