web-scraper-order,web-scraper-start-url,name,pagination-item,pagination-item-href,address-street,address-locality,address-state,phone-direct,website,website-href,pagination-state,pagination-state-href,pagination-county,pagination-county-href
"1584288877-436","https://www.countyoffice.org/health-departments/","Chair Of The Selectboard - Brookfield Town Health Officer","Chair Of The Selectboard - Brookfield Town Health Officer","https://www.countyoffice.org/chair-of-the-selectboard-brookfield-town-health-officer-brookfield-vt-653/","267 Old Post Road","Brookfield","Vermont","802-276-3242","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Orange County","https://www.countyoffice.org/vt-orange-county-health-departments/"
"1584300799-5598","https://www.countyoffice.org/health-departments/","Cochise County Health Department","Cochise County Health Department","https://www.countyoffice.org/cochise-county-health-department-bisbee-az-5ed/","1415 West Melody Lane","Bisbee","Arizona","520-432-9400","cochise.az.gov","http://cochise.az.gov/cochise_health.aspx?id=260&ekmensel=c57efa7b_26_0_260_7","Arizona","https://www.countyoffice.org/az-health-departments/","Cochise County","https://www.countyoffice.org/az-cochise-county-health-departments/"
"1584292345-1318","https://www.countyoffice.org/health-departments/","Alamance County Health Department","Alamance County Health Department","https://www.countyoffice.org/alamance-county-health-department-burlington-nc-682/","319 North Graham Hopedale Road","Burlington","North Carolina","336-227-0101","alamance-nc.com","http://www.alamance-nc.com/","North Carolina","https://www.countyoffice.org/nc-health-departments/","Alamance County","https://www.countyoffice.org/nc-alamance-county-health-departments/"
"1584294533-1940","https://www.countyoffice.org/health-departments/","St Paul-Ramsey County Health Department","St Paul-Ramsey County Health Department","https://www.countyoffice.org/st-paul-ramsey-county-health-department-st-paul-mn-e10/","555 Cedar Street","St. Paul","Minnesota","651-266-1333","null","","Minnesota","https://www.countyoffice.org/mn-health-departments/","Ramsey County","https://www.countyoffice.org/mn-ramsey-county-health-departments/"
"1584295267-2149","https://www.countyoffice.org/health-departments/","Stow Board Of Health","Stow Board Of Health","https://www.countyoffice.org/stow-board-of-health-stow-ma-119/","380 Great Road","Stow","Massachusetts","978-897-4592","stow-ma.gov","http://www.stow-ma.gov/pages/stowma_health/index","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Middlesex County","https://www.countyoffice.org/ma-middlesex-county-health-departments/"
"1584290889-988","https://www.countyoffice.org/health-departments/","Fayette County Health Department","Fayette County Health Department","https://www.countyoffice.org/fayette-county-health-department-uniontown-pa-b98/","100 New Salem Road","Uniontown","Pennsylvania","724-439-7400","null","","Pennsylvania","https://www.countyoffice.org/pa-health-departments/","Fayette County","https://www.countyoffice.org/pa-fayette-county-health-departments/"
"1584300091-5046","https://www.countyoffice.org/health-departments/","San Diego County Health Department","San Diego County Health Department","https://www.countyoffice.org/san-diego-county-health-department-san-diego-ca-e2a/","3851 Rosecrans Street","San Diego","California","619-692-8500","null","","California","https://www.countyoffice.org/ca-health-departments/","San Diego County","https://www.countyoffice.org/ca-san-diego-county-health-departments/"
"1584288075-191","https://www.countyoffice.org/health-departments/","Goldendale Health Department","Goldendale Health Department","https://www.countyoffice.org/goldendale-health-department-goldendale-wa-096/","228 West Main Street","Goldendale","Washington","509-773-4565","null","","Washington","https://www.countyoffice.org/wa-health-departments/","Klickitat County","https://www.countyoffice.org/wa-klickitat-county-health-departments/"
"1584299234-4055","https://www.countyoffice.org/health-departments/","Hernando County Health Department","Hernando County Health Department","https://www.countyoffice.org/hernando-county-health-department-brooksville-fl-57e/","300 South Main Street","Brooksville","Florida","352-540-6800","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Hernando County","https://www.countyoffice.org/fl-hernando-county-health-departments/"
"1584299995-5014","https://www.countyoffice.org/health-departments/","Sonoma County Health Department","Sonoma County Health Department","https://www.countyoffice.org/sonoma-county-health-department-santa-rosa-ca-e3f/","3313 Chanate Road","Santa Rosa","California","707-565-4711","null","","California","https://www.countyoffice.org/ca-health-departments/","Sonoma County","https://www.countyoffice.org/ca-sonoma-county-health-departments/"
"1584288997-489","https://www.countyoffice.org/health-departments/","Vermont Department Of Health","Vermont Department Of Health","https://www.countyoffice.org/vermont-department-of-health-burlington-vt-684/","108 Cherry Street","Burlington","Vermont","800-464-4343","healthvermont.gov","http://healthvermont.gov/","Vermont","https://www.countyoffice.org/vt-health-departments/","Chittenden County","https://www.countyoffice.org/vt-chittenden-county-health-departments/"
"1584295090-2073","https://www.countyoffice.org/health-departments/","Berlin Board Of Health","Berlin Board Of Health","https://www.countyoffice.org/berlin-board-of-health-berlin-ma-5d4/","23 Linden Street","Berlin","Massachusetts","978-838-0214","null","","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Worcester County","https://www.countyoffice.org/ma-worcester-county-health-departments/"
"1584287489-44","https://www.countyoffice.org/health-departments/","Vernon County Health Department","Vernon County Health Department","https://www.countyoffice.org/vernon-county-health-department-viroqua-wi-bcb/","100 Fairlane Drive","Viroqua","Wisconsin","608-637-5245","null","","Wisconsin","https://www.countyoffice.org/wi-health-departments/","Vernon County","https://www.countyoffice.org/wi-vernon-county-health-departments/"
"1584289003-492","https://www.countyoffice.org/health-departments/","Hinesburg Health Officer","Hinesburg Health Officer","https://www.countyoffice.org/hinesburg-health-officer-hinesburg-vt-a84/","10632 Vermont 116","Hinesburg","Vermont","802-482-2281","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Chittenden County","https://www.countyoffice.org/vt-chittenden-county-health-departments/"
"1584297709-3278","https://www.countyoffice.org/health-departments/","McHenry County Health Department","McHenry County Health Department","https://www.countyoffice.org/mchenry-county-health-department-cary-il-5e7/","100 Northwest Highway","Cary","Illinois","815-459-5151","null","","Illinois","https://www.countyoffice.org/il-health-departments/","McHenry County","https://www.countyoffice.org/il-mchenry-county-health-departments/"
"1584290075-794","https://www.countyoffice.org/health-departments/","Tennessee Department Of Health Regional Office - East","Tennessee Department Of Health Regional Office - East","https://www.countyoffice.org/tennessee-department-of-health-regional-office-east-knoxville-tn-b74/","1522 Cherokee Trail","Knoxville","Tennessee","865-546-9221","null","","Tennessee","https://www.countyoffice.org/tn-health-departments/","Knox County","https://www.countyoffice.org/tn-knox-county-health-departments/"
"1584288507-288","https://www.countyoffice.org/health-departments/","Petersburg Health Department","Petersburg Health Department","https://www.countyoffice.org/petersburg-health-department-petersburg-va-d12/","301 Halifax Street","Petersburg","Virginia","804-863-1652","vdh.state.va.us","http://www.vdh.state.va.us/lhd/crater/petersburg.htm","Virginia","https://www.countyoffice.org/va-health-departments/","Chesterfield County","https://www.countyoffice.org/va-chesterfield-county-health-departments/"
"1584299092-4006","https://www.countyoffice.org/health-departments/","Florida State Health Department","Florida State Health Department","https://www.countyoffice.org/florida-state-health-department-key-west-fl-1f7/","3134 Northside Dr","Key West","Florida","305-292-6885","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Monroe County","https://www.countyoffice.org/fl-monroe-county-health-departments/"
"1584291302-1086","https://www.countyoffice.org/health-departments/","Kay County Health Department","Kay County Health Department","https://www.countyoffice.org/kay-county-health-department-blackwell-ok-534/","1706 South Main Street","Blackwell","Oklahoma","580-363-5520","ok.gov","http://www.ok.gov/health/","Oklahoma","https://www.countyoffice.org/ok-health-departments/","Kay County","https://www.countyoffice.org/ok-kay-county-health-departments/"
"1584290787-961","https://www.countyoffice.org/health-departments/","Northampton County Health Department","Northampton County Health Department","https://www.countyoffice.org/northampton-county-health-department-bethlehem-pa-521/","520 East Broad Street","Bethlehem","Pennsylvania","610-974-7555","null","","Pennsylvania","https://www.countyoffice.org/pa-health-departments/","Northampton County","https://www.countyoffice.org/pa-northampton-county-health-departments/"
"1584289084-528","https://www.countyoffice.org/health-departments/","Town Health Officer - New Haven","Town Health Officer - New Haven","https://www.countyoffice.org/town-health-officer-new-haven-new-haven-vt-de6/","78 North Street","New Haven","Vermont","802-453-3516","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Addison County","https://www.countyoffice.org/vt-addison-county-health-departments/"
"1584288270-240","https://www.countyoffice.org/health-departments/","Virginia Health Department","Virginia Health Department","https://www.countyoffice.org/virginia-health-department-richmond-va-c82/","300 Turner Road","Richmond","Virginia","804-674-2880","null","","Virginia","https://www.countyoffice.org/va-health-departments/","Richmond","https://www.countyoffice.org/va-richmond-city-health-departments/"
"1584291177-1060","https://www.countyoffice.org/health-departments/","Tulsa City-County Health Department","Tulsa City-County Health Department","https://www.countyoffice.org/tulsa-city-county-health-department-tulsa-ok-1a3/","5051 South 129th East Avenue","Tulsa","Oklahoma","918-582-9355","tulsa-health.org","http://www.tulsa-health.org/","Oklahoma","https://www.countyoffice.org/ok-health-departments/","Tulsa County","https://www.countyoffice.org/ok-tulsa-county-health-departments/"
